parentclass,subclass,caption,document name,field,Path
Graphs and Tables,Results,2010,26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01.pdf,Collonges-au-Mont-d'Or,/database/Graphs and Tables/Results/26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01-Table6-1.png
Graphs and Tables,Results,Tableau 16 : Bilan du volume récupéré de produit flottant,SolEnv_ADEME Dieulouard (54)_DOE vC_VF.pdf,Dieulouard,/database/Graphs and Tables/Results/SolEnv_ADEME Dieulouard (54)_DOE vC_VF-Table16-1.png
Graphs and Tables,Results,,RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA.pdf,Nantes,/database/Graphs and Tables/Results/RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA-Table10-1.png
Graphs and Tables,Results,l),C-Rapport de redemarrage_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/C-Rapport de redemarrage_Flins_BC1BC2-Table5-1.png
Graphs and Tables,Results,Tableau 2 : Répartition initiale des échantillons par classe de concentration au droit des zones allouées au traitement par oxydation chimique,PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ.pdf,S_Le Mans,/database/Graphs and Tables/Results/PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ-Table2-1.png
Graphs and Tables,Results,"Tableau 4 : Résultats des mesures PID et débit gazeux relevés sur site par SITA remédiation en présence de la MOE. (Source : ATOS Environnement, campagne du 12 décembre 2006)",rapport Moe 3 provisoire 20061219-ATT00379.pdf,Flins_rapport Moe 3 provisoire 20061219-ATT00379_Flins_BC1BC2,/database/Graphs and Tables/Results/rapport Moe 3 provisoire 20061219-ATT00379-Table4-1.png
Graphs and Tables,Results,FIGURE 3- EVOLUTION DES CONCENTRATIONS MOYENNES EN HCT C10-C40 PAR TRANCHES DE SOL,S0223-07-01 Rapport de suivi de la qualité des sols 2015-09-11.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-07-01 Rapport de suivi de la qualité des sols 2015-09-11-Figure3-1.png
Graphs and Tables,Results,"Tableau 14 : Répartition des échantillons par classe de concentration au droit des zones allouées au traitement par oxydation chimique, pour chaque campagne",PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ.pdf,S_Le Mans,/database/Graphs and Tables/Results/PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ-Table14-1.png
Graphs and Tables,Results,FIGURE 4 : ESSAIS DE VENTING - EVOLUTION DU DEBIT ET DE LA DEPRESSION DANS L'OUVRAGE D'EXTRACTION,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes-Figure4-1.png
Graphs and Tables,Results,Figure 19 : percentage of dissolved As as a function of the maximum rainfall intensity (plot 3.1),La Combe du Saut Phytostabilization_Hasselt_IRH.pdf,ADEME,/database/Graphs and Tables/Results/La Combe du Saut Phytostabilization_Hasselt_IRH-Figure19-1.png
Graphs and Tables,Results,Tableau 5 : Bilan des analyses réalisées,PAR-RAP-10-05168B URS Bilan pilotes Le Mans.pdf,Le Man Rapports finaux Le Mans,/database/Graphs and Tables/Results/PAR-RAP-10-05168B URS Bilan pilotes Le Mans-Table5-1.png
Graphs and Tables,Results,5,C-Rapport de redemarrage_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/C-Rapport de redemarrage_Flins_BC1BC2-Table1-1.png
Graphs and Tables,Results,Tableau 31 - Répartition des masses de polluants dans les différents milieux,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Table31-1.png
Graphs and Tables,Results,Table 4.5. Total and Water extractable As concentrations in samples of the treated and untreated field plots in June 2005.,La Combe du Saut Phytostabilization_Hasselt_IRH.pdf,ADEME,/database/Graphs and Tables/Results/La Combe du Saut Phytostabilization_Hasselt_IRH-Table4.5-1.png
Graphs and Tables,Results,Tableau 1 - Mesures de perméabilité,26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01.pdf,Collonges-au-Mont-d'Or,/database/Graphs and Tables/Results/26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01-Table1-1.png
Graphs and Tables,Results,Table 2 : Percentage of dissolved As in the runoff water and the maximum intensity of the corresponding rainfall event.,La Combe du Saut Phytostabilization_Hasselt_IRH.pdf,ADEME,/database/Graphs and Tables/Results/La Combe du Saut Phytostabilization_Hasselt_IRH-Table2-1.png
Graphs and Tables,Results,Tableau 3: Synthèses des mesures PID effectuées lors des forages,Présentation_des_résultats_diagnostic_V1_Annexes.pdf,Sibelin,/database/Graphs and Tables/Results/Présentation_des_résultats_diagnostic_V1_Annexes-Table3-1.png
Graphs and Tables,Results,FIGURE 14 CONCENTRATIONS EN HCT C10-C40 PAR SONDAGE,S0223-01-01 Rapport d'installation du pilote.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-01-01 Rapport d'installation du pilote-Figure14-1.png
Graphs and Tables,Results,2014,Dieulouard BURGEAPdimensionnementpilote.pdf,Dieulouard,/database/Graphs and Tables/Results/Dieulouard BURGEAPdimensionnementpilote-Table7-1.png
Graphs and Tables,Results,Tableau 6: Résultats d’analyses d’état initial pour les échantillons composites,RESI MS 00923-01 - SNCF - Nantes.pdf,Nantes,/database/Graphs and Tables/Results/RESI MS 00923-01 - SNCF - Nantes-Table6-1.png
Graphs and Tables,Results,,06 - SA15-104 Rapport Final lavage.pdf,,/database/Graphs and Tables/Results/06 - SA15-104 Rapport Final lavage-TableXIII-1.png
Graphs and Tables,Results,Tableau 1 : Répartition initiale des échantillons par classe de concentration au droit des zones allouées au traitement par lessivage chimique,PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ.pdf,S_Le Mans,/database/Graphs and Tables/Results/PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ-Table1-1.png
Graphs and Tables,Results,FIGURE 28 EVOLUTION DE LA CONCENTRATION EN HCT C10-C40 EN ENTREE ET SORTIE DE STATION,S0223-03-01 Rapport d'installation du traitement global.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-03-01 Rapport d'installation du traitement global-Figure28-1.png
Graphs and Tables,Results,FIGURE 19 EVOLUTION GRAPHIQUE DE LA PIEZOMETRIE ET DES EPAISSEURS DE FLOTTANT,S0223-01-01 Rapport d'installation du pilote.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-01-01 Rapport d'installation du pilote-Figure19-1.png
Graphs and Tables,Results,FIGURE 17 EVOLUTION DES PARAMETRES DU TRAITEMENT DEPUIS LE DEMARRAGE DU PILOTE,S0223-01-01 Rapport d'installation du pilote.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-01-01 Rapport d'installation du pilote-Figure17-1.png
Graphs and Tables,Results,"Figure 1: As concentrations in different subsamples of plot 1.1 (results kindly provided by B. Ferrando, ICF). On the part with the highest As concentrations (up to 20 000 ppm) no plants were found.",La Combe du Saut Phytostabilization_Hasselt_IRH.pdf,ADEME,/database/Graphs and Tables/Results/La Combe du Saut Phytostabilization_Hasselt_IRH-Figure1-1.png
Graphs and Tables,Results,FIGURE 14 : SUIVI DES CONCENTRATIONS DE REJET AERIEN,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes-Figure14-1.png
Graphs and Tables,Results,Tableau 6: Résultats d analyses d état initial pour les échantillons composites,Annexe 3 - Extrait rapport de faisabilité - BURGEAP - 2012 .pdf,Sibelin,/database/Graphs and Tables/Results/Annexe 3 - Extrait rapport de faisabilité - BURGEAP - 2012 -Table6-1.png
Graphs and Tables,Results,Tableau 28 - Répartition de la masse en naphtalène dans les eaux souterraines,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Table28-1.png
Graphs and Tables,Results,FIGURE 23 EVOLUTION DE LA RECUPERATION D’HYDROCARBURES,S0223-03-01 Rapport d'installation du traitement global.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-03-01 Rapport d'installation du traitement global-Figure23-1.png
Graphs and Tables,Results,Tableau 11 : Tableau des paramètres à valider en phase pilote,RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA.pdf,Nantes,/database/Graphs and Tables/Results/RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA-Table11-1.png
Graphs and Tables,Results,FIGURE 10 : GR APHIQUE S DE SUIVI DE LA QU ALI TE DES SOLS,XP028-01-01- Rapport d'essai pilote.compressed.pdf,Grande-Synthe,/database/Graphs and Tables/Results/XP028-01-01- Rapport d'essai pilote.compressed-Figure10-1.png
Graphs and Tables,Results,Tableau 2 : Suivi des paramètres chimiques dans les deux pilotes.,PAR-RAP-11-07679B Caractérisation complémentaire - Gde Synthe.pdf,Grande-Synthe,/database/Graphs and Tables/Results/PAR-RAP-11-07679B Caractérisation complémentaire - Gde Synthe-Table2-1.png
Graphs and Tables,Results,l),ACI Le Mans_travaux de dépollution de nappe _CCT_mars2007_Annexe 4_suivi nappe décembre 2006.pdf,Le Mans,/database/Graphs and Tables/Results/ACI Le Mans_travaux de dépollution de nappe _CCT_mars2007_Annexe 4_suivi nappe décembre 2006-Table11-1.png
Graphs and Tables,Results,Figure 6 : Bilan massique de la pollution,SolEnv_ADEME Dieulouard (54)_DOE vC_VF.pdf,Dieulouard,/database/Graphs and Tables/Results/SolEnv_ADEME Dieulouard (54)_DOE vC_VF-Figure6-1.png
Graphs and Tables,Results,Tabl. 6 - Détail des calculs du seuil de coupure – Zone de battement,Nantes plan de gestion R2V1.pdf,Nantes,/database/Graphs and Tables/Results/Nantes plan de gestion R2V1-Table6-1.png
Graphs and Tables,Results,Tableau 7 : Concentrations massiques en hydrocarbures aromatiques dans les échantillons d'eau.,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes-Table7-1.png
Graphs and Tables,Results,Tableau 7: Résultats d’analyses de biodégradation,RESI MS 00923-01 - SNCF - Nantes.pdf,Nantes,/database/Graphs and Tables/Results/RESI MS 00923-01 - SNCF - Nantes-Table7-1.png
Graphs and Tables,Results,2015),26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01.pdf,Collonges-au-Mont-d'Or,/database/Graphs and Tables/Results/26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01-Table10-1.png
Graphs and Tables,Results,Tabl. 13 - Diagnostic SERPOL 2015 - Zone de battement (3-4.8m),Nantes plan de gestion R2V1.pdf,Nantes,/database/Graphs and Tables/Results/Nantes plan de gestion R2V1-Table13-1.png
Graphs and Tables,Results,Tabl. 2 - Sources de contaminations observées sur le site,Nantes plan de gestion R2V1.pdf,Nantes,/database/Graphs and Tables/Results/Nantes plan de gestion R2V1-Table2-1.png
Graphs and Tables,Results,Tableau 1: Observations et mesures in-situ des gaz du sol,Annexe 3 - Extrait rapport de faisabilité - BURGEAP - 2012 .pdf,Sibelin,/database/Graphs and Tables/Results/Annexe 3 - Extrait rapport de faisabilité - BURGEAP - 2012 -Table1-1.png
Graphs and Tables,Results,l),ACI Le Mans_travaux de dépollution de nappe _CCT_mars2007_Annexe 4_suivi nappe décembre 2006.pdf,Le Mans,/database/Graphs and Tables/Results/ACI Le Mans_travaux de dépollution de nappe _CCT_mars2007_Annexe 4_suivi nappe décembre 2006-Table9-1.png
Graphs and Tables,Results,FIGURE 7 : GRAPHIQUES DE SUIVI DE LA TENEUR EN O2 ET CO2 GAZEUX DU PIEZAIR A 2M,XP028-01-01- Rapport d'essai pilote.compressed.pdf,Grande-Synthe,/database/Graphs and Tables/Results/XP028-01-01- Rapport d'essai pilote.compressed-Figure7-1.png
Graphs and Tables,Results,Figure 27 - Coupe Nord-Sud des impacts dans les milieux souterrains,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Figure27-1.png
Graphs and Tables,Results,Tableau XIV : suivi des teneurs en COV - Injection d'eau chaude,06 - SA15-104 Rapport Final lavage.pdf,Sotteville-lès-Rouen,/database/Graphs and Tables/Results/06 - SA15-104 Rapport Final lavage-TableXIV-1.png
Graphs and Tables,Results,Tableau 13 : Suivi de la première série essais d’épuisement de type bail down test,SolEnv_ADEME Dieulouard (54)_DOE vC_VF.pdf,Dieulouard,/database/Graphs and Tables/Results/SolEnv_ADEME Dieulouard (54)_DOE vC_VF-Table13-1.png
Graphs and Tables,Results,l dans les eaux,SP0672 Technicentre Nantes-V0.pdf,Nantes,/database/Graphs and Tables/Results/SP0672 Technicentre Nantes-V0-Table3-1.png
Graphs and Tables,Results,Tableau 3 - Masse d’hydrocarbures sous forme NAPL immobile contenus dans les sols estimée à partir des analyses de concentrations dans les sols et par traitement boostrap – hors stock de NAPL mobile,26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01.pdf,Collonges-au-Mont-d'Or,/database/Graphs and Tables/Results/26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01-Table3-1.png
Graphs and Tables,Results,,C-Rapport de redemarrage_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/C-Rapport de redemarrage_Flins_BC1BC2-Table2-1.png
Graphs and Tables,Results,Figure 2 : Evolution des teneurs en arsenic et nickel,ACI Le Mans_travaux de dépollution de nappe _CCT_mars2007_Annexe 4_suivi nappe décembre 2006.pdf,Le Mans,/database/Graphs and Tables/Results/ACI Le Mans_travaux de dépollution de nappe _CCT_mars2007_Annexe 4_suivi nappe décembre 2006-Figure2-1.png
Graphs and Tables,Results,FIGURE 27 EVOLUTION DE LA QUALITE DES EAUX EN ENTREE ET SORTIE DE STATION,S0223-03-01 Rapport d'installation du traitement global.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-03-01 Rapport d'installation du traitement global-Figure27-1.png
Graphs and Tables,Results,FIGURE 9 : ETAT FINAL DE LA QUALITE DES SOLS,rapport fin pilote V1.pdf,Grande-Synthe,/database/Graphs and Tables/Results/rapport fin pilote V1-Figure9-1.png
Graphs and Tables,Results,FIGURE 18 EVOLUTION DE LA PIEZOMETRIE ET DES EPAISSEURS DE FLOTTANT,S0223-01-01 Rapport d'installation du pilote.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-01-01 Rapport d'installation du pilote-Figure18-1.png
Graphs and Tables,Results,FIGURE 12 : PARAMETRES PHYSICO-CHIMIQUES,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes-Figure12-1.png
Graphs and Tables,Results,,8510566-12_R1V1_SNCF_Nantes+Blottereau_v1.pdf,Nantes,/database/Graphs and Tables/Results/8510566-12_R1V1_SNCF_Nantes+Blottereau_v1-Table4-1.png
Graphs and Tables,Results,l),B-Rapport phases2&3-V3_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/B-Rapport phases2&3-V3_Flins_BC1BC2-Table3-1.png
Graphs and Tables,Results,Tableau 1: Observations et mesures in-situ des gaz du sol,RESI MS 00923-01 - SNCF - Nantes.pdf,Nantes,/database/Graphs and Tables/Results/RESI MS 00923-01 - SNCF - Nantes-Table1-1.png
Graphs and Tables,Results,Tabl. 3 - Hypothèses de travail retenu pour la zone non saturée (0 à 3m),Nantes plan de gestion R2V1.pdf,Nantes,/database/Graphs and Tables/Results/Nantes plan de gestion R2V1-Table3-1.png
Graphs and Tables,Results,FIGURE 4- REPARTITION DES MOYENNES DE CHAQUE FRACTION HYDROCARBONEE PAR TRANCHE DE SOL,S0223-07-01 Rapport de suivi de la qualité des sols 2015-09-11.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-07-01 Rapport de suivi de la qualité des sols 2015-09-11-Figure4-1.png
Graphs and Tables,Results,,B-Rapport phases2&3-V3_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/B-Rapport phases2&3-V3_Flins_BC1BC2-Table5-1.png
Graphs and Tables,Results,Tableau 3 : Résultats des analyses en laboratoire dans les eaux souterraines,RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA.pdf,Nantes,/database/Graphs and Tables/Results/RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA-Table3-1.png
Graphs and Tables,Results,Tableau 19 - Répartition de la masse en hydrocarbures selon les teneurs mesurées sur la zone Bâches à fioul,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Table19-1.png
Graphs and Tables,Results,Tableau 6 : Essais de vidanges plurihoraires des tranchées,SolEnv_ADEME Dieulouard (54)_DOE vC_VF.pdf,Dieulouard,/database/Graphs and Tables/Results/SolEnv_ADEME Dieulouard (54)_DOE vC_VF-Table6-1.png
Graphs and Tables,Results,Tableau 17 : Evolution des épaisseurs de flottant après foration à 6m des puits des tranchées,SolEnv_ADEME Dieulouard (54)_DOE vC_VF.pdf,Dieulouard,/database/Graphs and Tables/Results/SolEnv_ADEME Dieulouard (54)_DOE vC_VF-Table17-1.png
Graphs and Tables,Results,FIGURE 11- EVOLUTION DE LA CONCENTRATION EN HYDROCARBURES DANS LES PUITS,S0223-16-01 Note de suivi 2018-03.compressed.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-16-01 Note de suivi 2018-03.compressed-Figure11-1.png
Graphs and Tables,Results,,La Combe du Saut Phytostabilization_Hasselt_IRH.pdf,,/database/Graphs and Tables/Results/La Combe du Saut Phytostabilization_Hasselt_IRH-Table1-1.png
Graphs and Tables,Results,FIGURE 21 EVOLUTION DE LA CONCENTRATION EN HCT C10-C40 EN ENTREE ET SORTIE DE STATION,S0223-01-01 Rapport d'installation du pilote.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-01-01 Rapport d'installation du pilote-Figure21-1.png
Graphs and Tables,Results,,C-Rapport de redemarrage_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/C-Rapport de redemarrage_Flins_BC1BC2-Table6-1.png
Graphs and Tables,Results,Tableau 25 - Répartition de la masse en naphtalènes selon les teneurs mesurées sur la zone Thermip,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Table25-1.png
Graphs and Tables,Results,FIGURE 2- EVOLUTION DES CONCENTRATIONS EN HCT C10-C40 DANS LES SOLS PAR SONDAGES,S0223-07-01 Rapport de suivi de la qualité des sols 2015-09-11.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-07-01 Rapport de suivi de la qualité des sols 2015-09-11-Figure2-1.png
Graphs and Tables,Results,FIGURE 13 : EVOLUTION DES TENEURS EN COV DANS LA OUVRAGES DE MONITORING,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes-Figure13-1.png
Graphs and Tables,Results,Fig. 4: Results from the isotope analysis of the AHC (in ‰-VPDB).,Dieulouard BURGEAPdimensionnementpilote.pdf,Dieulouard,/database/Graphs and Tables/Results/Dieulouard BURGEAPdimensionnementpilote-Figure4-1.png
